sample_id,subpop_for_graph,dataset,ct_dataset,pore1_left_areas,pore2_left_areas,pore3_left_areas,pore4_left_areas,pore5_left_areas,pore6_left_areas,pore7_left_areas,pore8_left_areas,pore9_left_areas,pore10_left_areas,pore1_right_areas,pore2_right_areas,pore3_right_areas,pore4_right_areas,pore5_right_areas,pore6_right_areas,pore7_right_areas,pore8_right_areas,pore9_right_areas,pore10_right_areas,pore1_ioc_l_areas,pore2_ioc_l_areas,pore3_ioc_l_areas,pore1_ioc_r_areas,pore2_ioc_r_areas,pore3_ioc_r_areas,pore1_lateral_areas,pore2_lateral_areas,pore3_lateral_areas,pore4_lateral_areas,pore5_lateral_areas,mean_mandibular_left_pore_area,mean_mandibular_right_pore_area,mean_mandibular_pore_area,mean_preopercular_left_pore_area,mean_preopercular_right_pore_area,mean_preopercular_pore_area,mean_orbital_left_area,mean_orbital_right_area,mean_orbital_pore_area,mean_otic_pore_area,sequencing_sample_id,subset_vcf_number,seq_depth,colour,Morph,Sex,Sex_Value,collection,Site,Depth,Depth_Cat,SL,BD,HL,HW,IOW,SNL,LJL,PPL,CHD,ED,LAD,DFB,AFB,PRD,PRA,PRP,PRV,CPL,CPD,EggspotNumber,EggspotNumberTheis,FirstSpot,EggspotContrast,PC1,PC2,PC3,PC4,PC5,subpop,Notes,max_number_rings.y,batch,standard_length_fitness,standardised_max_rings,LPG,LPW,LogLPG,ResLPG,T1W,T2W,T3W,T4W,TWA,carbon_content,d13CV.PDB_percent,morpho_PC1,morpho_PC2,morpho_PC3,morpho_PC4,morpho_PC5,morpho_PC6,morpho_PC7,morpho_PC8,morpho_PC9,morpho_PC10,morpho_PC11,morpho_PC12,malawi_mandibular_mean_pore_area,malawi_preopercular_mean_pore_area,malawi_orbital_mean_pore_area,malawi_otic_mean_pore_area,head_size_mm
D29G06,benthic,masoko,Y,0.023666746,0.043635562,0.148286953,0.186930311,0.228162219,0.11925821,0.586491539,0.336511539,0.161229704,0.10834932,0.025330814,0.075807545,0.142000474,0.191182929,0.235558077,0.110198284,0.602207738,0.344831879,0.140891095,0.098364911,0.241844557,0.271797782,0.247021657,0.247447324,0.230513843,0.22523351,0.246806621,0.104277107,0.234230487,0.372567956,0.273006899,0.126136358,0.133975968,0.130056163,0.298145526,0.296573906,0.297359716,0.253554665,0.234398226,0.243976445,0.303399222,cichl187580057,378,18.4,Blue,Benthic,Male,1,2018,NA,1,Deep,78.17,28.84,29.07,11.5,6.16,9.07,11.67,7.39,6.5,8.06,5.4,40.95,14.76,27.46,48.29,27.6,30.88,14.77,9.15,4,3,3,0.60919042,0.059934543,0.019266653,0.015270499,8.80E-06,0.024319298,benthic,,79,Giulia_2,76.72,0.123754037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.148102056,0.272996145,0.243976445,0.303399222,28.94
D29G10,benthic,masoko,Y,0.017679523,0.10607714,0.350301252,0.315627458,0.304937514,0.152263181,0.583287217,0.204205346,0.208179813,0.191733745,0.020146433,0.088123515,0.188855683,0.201875487,0.306582121,0.147740512,0.506538899,0.229422651,0.164460682,0.090864527,0.356221501,0.412883634,0.39691269,0.330390234,0.365526312,0.250813267,0.44551444,0.170985506,0.220971988,0.321341671,0.477251889,0.218924577,0.161116648,0.190020613,0.29685153,0.24782169,0.27233661,0.388672608,0.315576604,0.352124606,0.27115683,cichl187580061,382,13,Blue,Benthic,Male,1,2018,NA,1,Deep,85.84,30.48,31.99,13.08,6.92,10.13,12.71,7.69,7.67,8.42,6.11,46.11,16.61,31.59,53.94,31.74,33.03,15.08,9.79,4,3.5,4,0.338955305,0.04924517,-0.005385091,-0.04857422,-0.020155765,0.054416023,benthic,,103,Giulia_2,90.76,1.19390858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.216238386,0.279519283,0.352124606,0.27115683,31.67
D29H01,benthic,masoko,Y,0.019541139,0.095423517,0.236062663,0.30837914,0.28598528,0.155615931,0.576962822,0.367858373,0.184998957,0.13721588,0.013550425,0.11410884,0.153191118,0.276713937,0.2397712,0.162747733,0.573967465,0.268726318,0.139498057,0.08486845,0.332396176,0.315550387,0.211188671,0.329109193,0.308770984,0.218584383,0.306929567,0.194688037,0.217952645,0.239584649,0.35590769,0.189078348,0.159467104,0.174272726,0.316759008,0.266765073,0.29176204,0.286378411,0.285488187,0.285933299,0.228768647,cichl187580062,383,NA,Blue,Benthic,Male,1,2018,NA,1,Deep,85.89,29.03,32.13,13.23,7.05,10.23,12.92,8.42,7.69,8.42,6.1,44.69,16.64,30.04,56.11,30.58,31.12,16.28,10.07,6,5.5,2,0.402055362,0.06194023,0.011112202,-0.057162088,0.012207533,0.007987269,benthic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.202799936,0.283571393,0.285933299,0.228768647,30.9
D29H05,middle,masoko,Y,0.029728547,0.117225067,0.203201377,0.135974321,0.393734338,0.17043241,0.473629809,0.287657477,0.185296683,0.087834344,0.03378244,0.131920428,0.120265486,0.140028214,0.412821417,0.160804414,0.466366584,0.232929924,0.198640747,0.159453117,0.194122357,0.24903077,0.175875869,0.188378093,0.247679178,0.180268542,0.386555225,0.25072026,0.166921574,0.39871955,0.270318339,0.17597273,0.167763597,0.171868164,0.258604578,0.264347593,0.261476086,0.206342999,0.205441938,0.205892468,0.282820562,cichl187580066,387,14.2,Unassigned,NA,Male,1,2018,NA,3,Intermediate,94.3,35.7,33.5,15,8.2,11.1,13.4,9.1,9.8,8.8,6.5,51.2,18.8,34.2,64.5,32.5,38.3,18.6,11.3,10,9.5,3,0.423296648,-0.019454651,-0.035360309,-0.039975751,-0.081298285,0.120749461,middle,,101,Giulia_2,94.84,1.104729035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.198640747,0.272908417,0.205892468,0.282820562,31.13
D29H06,middle,masoko,Y,0.082864562,0.094940303,0.19716769,0.159066647,0.453256664,0.151779563,0.572140245,0.282947086,0.265041678,0.11367852,0.111388294,0.130751119,0.125129653,0.155527206,0.430979005,0.119508188,0.642096257,0.297729458,0.206953203,0.155527206,0.176469911,0.247140049,0.213448472,0.203176649,0.199684229,0.187358042,0.219789995,0.143664814,0.175145152,0.405810173,0.261572989,0.197459173,0.190755055,0.194107114,0.308451882,0.325576531,0.317014207,0.21235281,0.19673964,0.204546225,0.290477662,cichl187580067,388,16.7,Blue,NA,Male,1,2018,NA,3,Intermediate,88.49,33.68,32.18,13.5,7.93,11.35,12.09,8.85,8.9,8.41,5.68,47.99,17.62,33.74,59.27,31.72,38.95,15.45,10.69,4,4,4,0.6567606,-0.002078353,-0.068949764,0.026004335,-0.026338895,-0.032265403,middle,,103,Giulia_2,89.08,1.19390858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.201810604,0.289956846,0.204546225,0.290477662,30.85
D29H07,middle,masoko,Y,0.025466686,0.076220716,0.143653631,0.124463945,0.268476262,0.128768174,0.563315925,0.203016118,0.21879829,0.05326483,0.015782172,0.052188772,0.112806659,0.125540002,0.308828406,0.139708088,0.47274778,0.158359746,0.133610431,0.046808487,0.22507529,0.297529806,0.188489346,0.226868719,0.25394949,0.161049889,0.318713869,0.211787174,0.119323993,0.282555083,0.224184472,0.127656248,0.123029202,0.125342725,0.259598791,0.202881611,0.231240201,0.237031481,0.213956033,0.225493757,0.200939538,cichl187580068,389,16.7,Blue,NA,Male,1,2018,NA,3,Intermediate,88.99,30.79,30.29,13.41,6.96,11.36,12.31,8.84,8.57,9.1,6.09,48.01,16.31,31.59,57.6,30.75,36.97,16.79,9.98,5,4.5,4,0.156878572,-0.018260565,-0.021465669,0.077542658,-0.022627753,0.018935933,middle,,89,Giulia_2,87.96,0.569651763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.148065466,0.238042265,0.225493757,0.200939538,29.7
D29H08,middle,masoko,Y,0.01690024,0.058034786,0.073340663,0.113837464,0.369732605,0.086733306,0.403851957,0.09629948,0.101720311,0.068238704,0.016262495,0.04687425,0.088965413,0.05277339,0.290811673,0.109851559,0.460451816,0.117504497,0.077645441,0.035075969,0.152102158,0.262591462,0.208383145,0.140463314,0.179525189,0.134564173,0.251888065,0.162800186,0.123456807,0.274499202,0.28083032,0.126369152,0.099137444,0.112753298,0.167527613,0.172669431,0.170098522,0.207692255,0.151517559,0.179604907,0.198978005,cichl187580069,390,16.7,No Photo,NA,Male,1,2018,NA,3,Intermediate,90.4,31.4,33,13.9,7.1,10.1,13,8.3,9,8.7,6,48.3,17.9,33.5,60.4,32.2,36.7,15.9,10.3,NA,NA,NA,NA,-0.0176911,-0.039113584,0.012000808,-0.014557404,-0.016672024,middle,,64,Giulia_2,90.18,-0.545092553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.129095511,0.177547643,0.179604907,0.198978005,31.11
D29H09,middle,masoko,Y,0.028351062,0.072422856,0.034800593,0.111791867,0.228286516,0.082231517,0.348409027,0.134902685,0.11085131,0.084784457,0.016795653,0.024991932,0.045952907,0.143367695,0.192814097,0.077260004,0.433730945,0.143905155,0.08666557,0.077125639,0.223986829,0.202757124,0.144845712,0.096742962,0.141889677,0.165806687,0.17398717,0.164342648,0.1693578,0.271975509,0.150454537,0.095130579,0.084784457,0.089957518,0.16973687,0.185356827,0.177546849,0.190529888,0.134813109,0.162671498,0.220666654,cichl187580070,391,15.8,unassigned,NA,Male,1,2018,NA,3,Intermediate,71.11,26.15,27.34,11.96,5.66,9.23,10.14,7.16,5.94,7.3,5.08,36.93,13.84,27.15,45.28,25.76,29.84,13.52,8.23,5,4.5,3,0.339047727,0.005796809,0.007468464,-0.08337577,-0.007365056,0.000673414,middle,,47,Giulia_2,72.03,-1.303118688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.101391998,0.175870461,0.162671498,0.220666654,26.61
D29I01,littoral,masoko,Y,0.029593182,0.072313741,0.052283174,0.107678442,0.124144247,0.048492078,0.233463612,0.089119047,0.084196281,0.052509508,0.025406001,0.065636886,0.061902373,0.117750309,0.123974497,0.054263598,0.335879787,0.06297746,0.073332245,0.037684626,0.076504812,0.107770478,0.075689693,0.071743623,0.108878122,0.066520687,0.101728241,0.080703326,0.077953914,0.136015025,0.068250107,0.077202557,0.078934013,0.078068285,0.114822112,0.127468529,0.121145321,0.086654994,0.08238081,0.084517902,0.106984469,cichl187580072,393,NA,unassigned,NA,Female,2,2018,NA,3,Intermediate,51.15,15.14,18.87,8.02,3.79,6.08,6.64,4.63,4.01,5.45,3.53,25.64,8.43,19.94,33.29,18.56,21.03,10.64,5.64,NA,NA,NA,NA,-0.033932634,-0.021485833,0.048948509,0.056238534,0.047372565,littoral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.082843935,0.115159413,0.084517902,0.106984469,18.52
D29I03,littoral,masoko,Y,0.012836436,0.068369468,0.076057601,0.107839794,0.113743182,0.067408452,0.228516024,0.118685553,0.065829639,0.045579646,0.017092367,0.062740657,0.093149968,0.160146556,0.144495714,0.079421159,0.24320585,0.104613524,0.089237258,0.031988125,0.080258586,0.117195386,0.083279439,0.079146583,0.116077079,0.068849977,0.101762475,0.068104094,0.081685546,0.189156168,0.053735311,0.075769296,0.095525052,0.085647174,0.114652715,0.117261189,0.115956952,0.093577804,0.088024546,0.090801175,0.135420857,cichl187580074,395,18.1,Yellow,NA,Female,2,2018,NA,3,Intermediate,53.92,17.01,19.02,8.5,3.89,6.05,7.81,5.88,4.32,6.18,3.8,26.08,8.91,19.08,37.44,19.46,20.51,10.29,5.64,NA,NA,NA,NA,-0.031145195,0.009669511,0.026453005,0.015778528,0.026722164,littoral,,41,Giulia_2,55.86,-1.570657324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097337255,0.109752219,0.090801175,0.135420857,19.72
D29J02,littoral,masoko,Y,0.03620358,0.075156798,0.047354893,0.063088939,0.209430835,0.078670226,0.285351422,0.17292174,0.208056015,0.061255846,0.020316777,0.046132832,0.070115794,0.064311,0.19232197,0.068588217,0.24257926,0.119762053,0.118234476,0.075309556,0.117620721,0.17387411,0.149854068,0.139471211,0.184566903,0.145669932,0.273543908,0.163057118,0.151028314,0.2494863,0.188005748,0.086247009,0.078639675,0.082443342,0.181896256,0.138971336,0.160433796,0.1471163,0.156569349,0.151842824,0.200257307,cichl187580075,396,15.1,Yellow,NA,Male,1,2018,NA,3,Intermediate,85.55,29.72,30.21,12.9,6.55,10.83,11.18,8.76,7.93,7.86,6.51,44.63,14.95,31.16,57.59,29.83,35.01,14.99,9.6,5,4.5,3,0.199055998,-0.033519493,0.086062467,0.066061507,-0.032936716,-0.036115538,littoral,,71,Giulia_2,85.8,-0.232964144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09151715,0.172007139,0.151842824,0.200257307,29.24
D29J03,littoral,masoko,Y,0.029366471,0.06119382,0.090560291,0.115333124,0.208518351,0.113200364,0.457395092,0.130754623,0.183253342,0.069560803,0.02838212,0.073006032,0.107786433,0.093841461,0.229189722,0.113856598,0.563212824,0.176526944,0.107294258,0.060865703,0.18114058,0.247099378,0.1297846,0.165881455,0.222159733,0.15111456,0.292072493,0.175899838,0.128643165,0.347205278,0.218562113,0.100994411,0.106441154,0.103717782,0.210240965,0.226974932,0.218607949,0.186008186,0.179718583,0.182863385,0.237924222,cichl187580076,397,14.1,Blue,NA,Male,1,2018,NA,3,Intermediate,94.4,30.6,32.6,14.1,6.8,11.2,13.3,9.4,7.9,8.9,6.4,51.2,18.7,35,60.4,34.6,41.2,16.3,10.2,6,5.5,4,0.502685144,-0.028184129,0.014141983,-0.038531252,0.009920383,-0.036331068,littoral,,101,Giulia_2,98.05,1.104729035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12064862,0.221683592,0.182863385,0.237924222,33.31
D29J04,middle,masoko,Y,0.028805074,0.07803765,0.126811181,0.124286434,0.165141439,0.056118251,0.295739741,0.119695984,0.172027114,0.124056911,0.024329385,0.056806819,0.076545754,0.079070501,0.168125231,0.05783967,0.304117313,0.134270663,0.113498876,0.034428375,0.100544127,0.185937769,0.16516324,0.191561812,0.175034011,0.13933855,0.192004467,0.15083768,0.080725496,0.185572156,0.173672382,0.104616356,0.080975538,0.092795947,0.177879938,0.146578807,0.162229372,0.150548379,0.168644791,0.159596585,0.133148826,cichl187580077,398,14.7,Blue,NA,Male,1,2018,NA,3,Intermediate,71.2,22.9,27.2,10.6,5.6,9.1,9.6,7.5,5.7,7.3,4.4,37.1,13,25.1,47.6,26.3,29.6,12.65,8.3,5,4.5,4,0.385793314,-0.002230105,-0.017337304,-0.042488437,-0.007606189,-0.044667111,middle,,76,Giulia_2,70.72,-0.010015281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.098878293,0.164067712,0.159596585,0.133148826,25.5
D29J05,littoral,masoko,Y,0.045732429,0.147778517,0.148137203,0.111551259,0.334833121,0.07335123,0.530496181,0.173962575,0.295736377,0.080345602,0.045911772,0.149392603,0.096845145,0.07837283,0.350615292,0.080345602,0.52852341,0.23637389,0.261123205,0.114958774,0.315756078,0.354485954,0.246185744,0.286051862,0.278519462,0.189027375,0.35796835,0.177190746,0.22381989,0.484225723,0.460552466,0.157606506,0.144227528,0.150917017,0.270135184,0.28524482,0.277690002,0.305475925,0.251199567,0.278337746,0.354022807,cichl187580078,399,14.2,Yellow,NA,Male,1,2018,NA,3,Intermediate,99,35.2,34.3,14.5,7.8,12.2,12.7,9.9,9.1,8.2,7.22,53.6,17.8,36.6,62.6,34.3,39.3,16.7,11.6,17,16,1,0.341948757,-0.050674284,0.022873607,-0.099323468,0.046633567,0.1105801,littoral,,90,Giulia_2,100.42,0.614241536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15712228,0.275667911,0.278337746,0.354022807,34.25
D29J06,littoral,masoko,Y,0.02904156,0.074162629,0.140121427,0.147668951,0.286313689,0.09007806,0.466305733,0.22133935,0.168834834,0.084991685,0.035768702,0.113212863,0.084007226,0.068748101,0.304362116,0.127487528,0.587558349,0.223636423,0.190657024,0.092867363,0.184258036,0.267444878,0.125354532,0.24168485,0.217565588,0.147176721,0.275004256,0.151504849,0.167114439,0.414572359,0.286481896,0.135461651,0.121219801,0.128340726,0.235367901,0.27367979,0.254523845,0.192352482,0.202142387,0.197247434,0.290843399,cichl187580079,400,14.3,Yellow,NA,Male,1,2018,NA,3,Intermediate,89.81,32.22,31.72,14.22,7.43,11.52,12.03,9.52,8.61,9.13,5.92,49.8,16.79,33.96,57.84,31.32,35.87,16.72,10.94,10,9.5,2,0.517409684,-0.046806753,0.011725245,-0.070975313,0.024086703,-0.099183767,littoral,,57,Giulia_2,92.06,-0.857220961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.143616259,0.246269987,0.197247434,0.290843399,30.9
D30A07,littoral,masoko,Y,0.022503186,0.051209952,0.075476901,0.064225308,0.143412194,0.053703548,0.28128982,0.100108766,0.067813654,0.040992289,0.015995508,0.058325824,0.060089587,0.080464093,0.095243213,0.031991015,0.209644542,0.089404548,0.048168981,0.020617784,0.098162545,0.113732316,0.091898144,0.072899777,0.078763857,0.05629517,0.177851678,0.112244943,0.063344433,0.197168249,0.066824897,0.071365508,0.062023645,0.066694577,0.122551132,0.091958964,0.107255048,0.101264335,0.069319601,0.085291968,0.130256341,cichl187580080,401,16.8,Yellow,NA,Female,2,2018,NA,3,Intermediate,51.7,16.4,18,8.2,3.5,5.1,6.8,4.3,4,5.8,3.3,27,8.5,18.6,33.8,18.2,20.5,9.6,5.7,NA,NA,NA,NA,-0.046215972,0.05919701,-0.049831449,-0.093842636,-0.001387711,littoral,,53,Giulia_2,54.63,-1.035580052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.071414164,0.114813701,0.085291968,0.130256341,19.08
D30A09,littoral,masoko,Y,0.013173872,0.031709741,0.049783369,0.071786047,0.105806994,0.055422711,0.204819042,0.071092685,0.095961258,0.031848414,0.014468147,0.034483188,0.031940862,0.080245059,0.09351138,0.066285377,0.21434121,0.091477519,0.065129775,0.024961021,0.06092338,0.106823924,0.096469723,0.052649264,0.115190488,0.070306875,0.167146391,0.112601938,0.08283361,0.128687929,0.080060163,0.054452005,0.050929727,0.052690866,0.10093035,0.098977381,0.099953865,0.088072342,0.079382209,0.083727276,0.105760769,cichl187580082,403,15.6,Yellow,NA,Female,2,2018,NA,3,Intermediate,48.6,15.6,18.5,8.1,3.4,4.5,6.6,4.5,3.9,5.6,2.7,21.8,6.2,18,33.5,17.6,18.7,8.7,4.7,NA,NA,NA,NA,-0.040493626,-0.021016904,0.025850101,-0.025716667,0.064733728,littoral,,50,Giulia_2,54.25,-1.16934937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.062097473,0.107937925,0.083727276,0.105760769,18.52
D30B01,littoral,masoko,Y,0.048848963,0.089022723,0.118774595,0.165119976,0.087974712,0.044540473,0.189224232,0.125586667,0.106897135,0.063928679,0.047800952,0.067072712,0.087159592,0.118599926,0.094204556,0.040523097,0.227476638,0.114757219,0.09327299,0.040057314,0.078441747,0.09935167,0.077496666,0.099174468,0.134201543,0.078441747,0.103669002,0.089921943,0.079894676,0.096067687,0.085393499,0.101948194,0.082967548,0.092457871,0.121409178,0.11889104,0.120150109,0.085096694,0.103939252,0.094517973,0.087981181,cichl187580084,405,16.3,Yellow,NA,Female,2,2018,NA,3,Intermediate,54.32,16.31,20.26,8.26,3.82,5.07,7.43,4.59,4.2,6.22,3.31,26.74,9.12,19.36,37.05,19.19,19.47,11.87,5.77,NA,NA,NA,NA,-0.043611905,0.085829811,0.033339899,-0.060290542,-0.024612794,littoral,,48,Giulia_2,56.09,-1.258528915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.091299236,0.115479182,0.094517973,0.087981181,19.02
D30B03,littoral,masoko,Y,0.030691989,0.116796211,0.0887429,0.085687589,0.271644934,0.120129278,0.2612291,0.2537297,0.2037337,0.095825667,0.028053311,0.108602422,0.123462345,0.087493,0.186929489,0.148460345,0.2724782,0.183179789,0.184846323,0.0974922,0.162003989,0.217600493,0.196206395,0.144571767,0.170403034,0.106935889,0.253106155,0.215021217,0.180506741,0.229699787,0.215814653,0.118712725,0.106908114,0.112810419,0.203629542,0.184499128,0.194064335,0.191936959,0.140636897,0.166286928,0.205103264,cichl187580086,407,13.7,No Photo,NA,Male,1,2018,NA,3,Intermediate,80.6,27.4,28.1,12.8,6.2,10,10.9,8.2,6.9,7.8,5.1,43.7,15.3,"28,3",52.1,27.5,30.3,13.2,NA,NA,NA,NA,NA,-0.038400507,0.030737706,0.013011222,-0.023831518,0.01416072,littoral,,42,Giulia_2,80.54,-1.526067551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.133794851,0.202064205,0.166286928,0.205103264,27.46
D30B04,littoral,masoko,Y,0.032249936,0.095449407,0.165671042,0.122497741,0.173473446,0.105982653,0.373214985,0.227700153,0.155918037,0.065020032,0.022626971,0.154227516,0.12080722,0.139663029,0.198181058,0.107283053,0.431733014,0.213915906,0.16215996,0.048765024,0.184572623,0.190816094,0.130462537,0.130072321,0.15751758,0.105228507,0.296655584,0.116429342,0.148859433,0.283364563,0.281238,0.117868314,0.127101159,0.122484737,0.205463302,0.214143476,0.209803389,0.168617085,0.130939469,0.149778277,0.216111998,cichl187580087,408,13.7,No Photo,NA,Male,1,2018,NA,3,Intermediate,82,25.8,27.8,11.5,5.8,9.4,10.4,7.5,7.1,7.3,5.1,44,14.3,28.9,53.2,26.5,30,15.4,8.6,NA,NA,NA,NA,-0.036498146,-0.001391419,-0.034115976,0.006220679,0.04011846,littoral,,85,Giulia_2,82.58,0.391292673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.138323617,0.209151204,0.149778277,0.216111998,27.35
D30B05,littoral,masoko,Y,0.026035834,0.085484321,0.170317745,0.130396134,0.342154247,0.153828384,0.68452546,0.206984878,0.242133253,0.049902015,0.019960806,0.109784432,0.218701003,0.172487398,0.335862254,0.184637454,0.692119245,0.16272396,0.171185606,0.05792973,0.24217975,0.36999684,0.300120604,0.302941695,0.236320563,0.173171542,0.285761015,0.142570571,0.248568692,0.406016193,0.322953338,0.150877656,0.171359179,0.161118417,0.295886401,0.270989635,0.283438018,0.304099065,0.237477933,0.270788499,0.327292442,cichl187580088,409,14.1,No Photo,NA,Male,1,2018,NA,3,Intermediate,95.2,34.5,34.9,14.9,8,11.9,12.5,9.4,9.9,8.8,6.9,53.3,17.6,35.8,62.3,34.1,39.2,18.6,11.5,NA,NA,NA,NA,-0.041063329,0.061624276,-0.066197061,-0.099282092,0.023715081,littoral,,73,Giulia_2,100.72,-0.143784599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.190365337,0.269583573,0.270788499,0.327292442,33.32
D30B06,middle,masoko,Y,0.051294774,0.08000296,0.141641125,0.171826938,0.316423317,0.147340544,0.404447682,0.20264602,0.288559489,0.115254924,0.054461118,0.104700444,0.142485483,0.150717978,0.296369805,0.135519526,0.418168507,0.211089605,0.224599339,0.086757827,0.181114881,0.173726745,0.195891153,0.230941744,0.267592553,0.199705259,0.16928624,0.148282985,0.131900445,0.388560229,0.285644277,0.152237823,0.149746965,0.150992394,0.252727029,0.235153819,0.243940424,0.183577593,0.232746519,0.208162056,0.260230337,cichl187580089,410,14.6,No Photo,NA,Male,1,2018,NA,3,Intermediate,82.9,29.5,30.7,12.8,6.8,10.2,10.4,7.7,7.4,7.8,5.3,46,15.8,30.2,53.8,28.6,33.9,14.8,9.8,NA,NA,NA,NA,0.000373735,-0.058885239,0.040348458,-0.023504751,-0.046844969,middle,,72,Giulia_2,83.38,-0.188374372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.168702812,0.226909262,0.208162056,0.260230337,28.88
D30B07,littoral,masoko,Y,0.017787994,0.038789303,0.059446328,0.053019698,0.19555317,0.062085836,0.294133084,0.125663569,0.116253146,0.054052549,0.023067011,0.045215932,0.050953995,0.065528674,0.150911044,0.064036778,0.249835241,0.135762559,0.128073555,0.023985101,0.120630415,0.128092091,0.140754327,0.116727599,0.199022278,0.077933176,0.196910657,0.074237581,0.083969947,0.208227361,0.071295238,0.072919298,0.067135331,0.070027315,0.147525587,0.134414114,0.14096985,0.129825611,0.131227685,0.130526648,0.146098654,cichl187580090,411,14.3,No Photo,NA,Male,1,2018,NA,3,Intermediate,67.56,20.28,26.16,10.36,5.1,8.39,9.35,6.39,5.65,6.86,5.03,31.12,11.2,25.67,45,25.44,29.4,13.79,7.55,NA,NA,NA,NA,-0.038316976,0.011088298,0.001048522,-0.009591462,-0.046493473,littoral,,54,Giulia_2,69.46,-0.990990279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.078554076,0.139890704,0.130526648,0.146098654,25.52
D30C07,littoral,masoko,Y,0.038005743,0.143600079,0.207490815,0.161267613,0.282475119,0.133328256,0.474147327,0.248783541,0.171128563,0.060603753,0.018078408,0.165992652,0.308154675,0.193110263,0.345749545,0.152844719,0.455247173,0.216324582,0.223925731,0.062041808,0.194959191,0.20543645,0.144010951,0.201738594,0.223720294,0.144010951,0.219642211,0.104010465,0.173157087,0.30563969,0.315517779,0.166567874,0.206217109,0.186392491,0.238665796,0.239384823,0.23902531,0.181468864,0.18982328,0.185646072,0.239398389,cichl187580092,413,14.7,Yellow,NA,Male,1,2018,NA,3,Intermediate,102.8,33.01,34.3,14.5,7.7,11.93,13.1,8.9,9.6,8.8,7.1,56.5,19.4,35.5,66.8,34.1,39.8,19.3,11.7,11,10.5,3,0.238500561,-0.035317894,0.07754033,0.025137549,0.024727367,-0.020805103,littoral,,61,Giulia_2,104.95,-0.678861871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.209401374,0.223585515,0.185646072,0.239398389,32.49
